Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Turkmenistan,,,1.93677657,1.59806141,2.240603091,2.397698635,1.990630571,2.205242275,2.133904075,2.11981503,1.958673876,1.863041316,1.920237976,2.037269913,1.97155744,1.756830428,1.573911854,1.56215301,1.354754817,1.122480089,1.156330041,1.076756632,0.987560002,0.905986321,0.826508538
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,0.287873735,0.30093399,0.291760467,0.27829261
Tuvalu,0.533341508,0.497924284,0.473621213,0.444391933,0.394529493,0.406784027,0.424793064,0.379618093,0.325012124,0.325476142,0.321479582,0.309521599,0.423643629,0.430262566,0.424725725,0.428075519,0.271200254,0.37250245,0.338381183,0.351398002,0.238064806,0.216892105,0.331948797,0.311946598,0.302082379
Uganda,0.087173672,0.082200717,0.078442377,0.070079075,0.058429665,0.06806728,0.069183479,0.067621325,0.072817836,0.068934327,0.071216454,0.069990922,0.065366851,0.061833423,0.061288215,0.069812379,0.071497222,0.073133745,0.072858436,0.071748992,0.07784177,0.075831898,0.068389732,0.077625738,0.077832107
Ukraine,,,2.047490272,1.993310563,2.074297303,2.33588252,2.356672355,1.976310899,1.918833924,1.917879949,1.709391158,1.535892055,1.42278185,1.410518983,1.193774867,1.092862,0.96528303,0.859849168,0.798182476,0.7771415,0.866519577,0.756588124,0.764886969,0.691101815,0.606824968
United Arab Emirates,0.390151993,0.410156035,0.39569999,0.433229563,0.439811653,0.390027597,0.21042207,0.193927508,0.374171739,0.344718029,0.43685005,0.379824503,0.304880196,0.347011306,0.326881246,0.310091762,0.292255161,0.301995614,0.333058156,0.372336331,0.346827577,0.326855492,0.327247745,0.296275414,0.344868935
United Kingdom,0.581547666,0.579860097,0.55431471,0.518106117,0.48924572,0.453875409,0.435672212,0.393858184,0.386746396,0.37372022,0.350390578,0.335601181,0.308293795,0.300512156,0.282779904,0.276463953,0.257527875,0.243370874,0.231271832,0.217853139,0.218196401,0.192266045,0.19402939,0.180882938,0.158988054
United States,0.808869133,0.782842844,0.75295819,0.733196936,0.699079058,0.67187023,0.65056766,0.6259028,0.59595266,0.571577335,0.555354374,0.528812018,0.515827814,0.495337853,0.471279096,0.444111918,0.412410144,0.400573428,0.381578909,0.364283331,0.359892819,0.340334753,0.316072979,0.307370112,0.299871892
Uruguay,0.201075062,0.214242122,0.220327002,0.181107057,0.150494014,0.16885446,0.186161004,0.172116215,0.166711436,0.198167314,0.155942009,0.152224761,0.147434649,0.142906496,0.161696957,0.150218009,0.161230333,0.133065773,0.167689925,0.155680242,0.113133208,0.128063357,0.135920452,0.111396317,0.094177168
Uzbekistan,,,2.910227095,3.024986227,2.920763023,2.74784152,2.723499251,2.570483234,2.707764257,2.642751658,2.465082186,2.346627444,2.30990819,2.155252653,1.938999303,1.633330056,1.51366822,1.34552996,1.247817281,0.990986164,0.878030878,0.86684633,0.800957652,0.650264915,0.606152925
Vanuatu,0.272104042,0.255191861,0.229690792,0.222702806,0.199939398,0.205275803,0.251719311,0.235863716,0.213897052,0.219701434,0.202882655,0.214647749,0.213408797,0.200892663,0.130872693,0.12052782,0.087634015,0.168528876,0.149547027,0.182333257,0.177344011,0.187217471,0.155453544,0.140156341,0.194678134
Venezuela  RB,0.655892145,0.546368092,0.462359706,0.528706455,0.553860947,0.535454301,0.485200127,0.489246044,0.602453099,0.653413435,0.542696976,0.581564578,0.703579697,0.744123795,0.483858168,0.462813183,0.419798929,0.35655746,0.370089055,0.380869196,0.401900654,0.353415033,0.369035583,0.331138931,0.340546435
Vietnam,0.332893739,0.30451458,0.274364194,0.26565069,0.272454502,0.270181939,0.289184612,0.341955341,0.336824397,0.318101338,0.327729169,0.344188057,0.369069165,0.377065736,0.392521639,0.38363645,0.364400934,0.338108575,0.353155936,0.362524973,0.37363841,0.367258414,0.319997188,0.308811131,0.324192163
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,0.054826789,0.072007207,0.070750561,0.092353724,0.169773217,0.163476177,0.155959837,0.200734747,0.258196208,0.215460841,0.201947201,0.16494513,0.153337439,0.136525236,0.131396227,0.118728386,0.126515762,
Yemen  Rep.,0.368648876,0.321888394,0.314358065,0.258276135,0.246730068,0.264037853,0.251885385,0.29549161,0.251735649,0.272330347,0.264373896,0.275870948,0.254139756,0.263989492,0.269775645,0.263025522,0.263163547,0.243989557,0.245971859,0.258403277,0.226254573,0.213101072,0.193847614,0.248207818,0.217277371
Zambia,0.200493579,0.191678366,0.193891836,0.180525799,0.187196336,0.159829638,0.127299088,0.154106748,0.148054347,0.108961527,0.103413366,0.100531633,0.098523454,0.096297094,0.088980289,0.085834513,0.077334514,0.058496245,0.059921666,0.062909528,0.060500168,0.061262693,0.069744613,0.070395013,0.07510171
Zimbabwe,0.819543653,0.766148837,0.877799388,0.816184288,0.795664805,0.661532313,0.583370381,0.536655793,0.510287121,0.563408683,0.499888601,0.436243358,0.447771602,0.471671824,0.43409731,0.506888414,0.494370558,0.472858171,0.442804271,0.282886387,0.324334683,0.342088769,0.234421658,0.338455072,0.334037477
